N,P,K,temperature,humidity,ph,rainfall,season_length,altitude,label
75.0,33.81,101.8,18.21,41.9,6.73,640.57,127.54,407.6,wheat
58.26,6.56,96.89,22.71,48.25,6.65,591.37,251.1,325.4,olive
161.25,51.22,150.65,18.37,50.92,6.32,824.86,79.13,197.29,tomato
56.61,21.23,80.56,23.22,48.26,7.87,326.64,182.89,525.54,almond
33.04,59.16,26.35,16.88,32.44,7.56,376.4,110.85,740.73,chickpea
55.93,27.28,121.5,16.91,64.55,7.18,793.54,202.78,298.1,grape
71.15,49.23,114.91,17.0,61.44,6.69,747.35,163.95,284.32,grape
93.55,51.96,189.8,27.07,95.44,6.62,1797.69,304.17,4.2,banana
108.01,74.07,185.14,27.0,87.55,5.01,1623.42,307.46,0.0,banana
116.82,50.4,79.67,29.63,97.66,6.05,1635.68,118.35,0.0,rice
33.52,35.96,58.75,14.66,50.12,6.81,261.43,119.06,426.75,lentil
22.72,42.78,105.92,12.18,75.97,5.96,466.18,180.22,89.59,grape
103.47,34.47,78.6,17.9,84.38,6.17,963.07,328.76,150.73,citrus
72.58,39.81,123.69,33.63,59.59,5.97,954.1,153.3,146.27,mango
138.75,46.78,70.75,26.04,45.44,6.45,661.75,154.24,162.13,cotton
80.17,26.15,141.87,17.35,56.86,5.63,512.27,136.43,464.8,grape
11.88,52.52,22.37,12.4,30.19,6.99,513.11,108.77,482.43,lentil
136.67,71.84,127.24,28.55,73.69,7.22,1531.61,365.0,170.96,sugarcane
87.24,45.02,128.03,25.23,63.18,6.99,668.0,283.63,45.76,citrus
21.6,35.77,62.11,14.74,58.51,6.18,210.57,105.14,343.22,lentil
161.3,46.01,101.31,32.38,82.91,6.85,1527.91,306.23,113.63,sugarcane
121.67,46.07,26.34,26.27,71.72,5.97,1402.81,126.93,63.3,rice
101.62,79.02,180.68,23.25,86.07,5.41,1386.96,198.61,0.0,banana
26.4,39.98,20.63,11.16,51.38,7.0,505.3,76.86,601.56,lentil
100.52,49.85,69.67,28.34,70.25,5.39,1542.71,115.83,67.96,rice
47.89,35.46,41.92,17.04,43.32,6.5,528.83,155.67,308.32,lentil
127.37,58.81,71.35,27.85,61.98,6.29,551.83,164.66,218.81,cotton
138.56,57.56,123.91,22.35,67.53,6.55,735.55,153.72,166.47,tomato
106.2,55.64,89.1,27.49,78.68,6.28,1286.29,273.48,0.0,sugarcane
3.5,25.53,30.3,12.16,41.35,6.94,500.13,66.81,670.68,lentil
4.05,51.6,50.52,12.41,46.35,7.11,158.83,81.13,471.23,lentil
76.26,35.73,72.46,22.07,50.87,6.91,885.35,359.71,137.08,citrus
84.61,40.5,65.96,13.39,58.25,6.79,824.25,121.11,433.75,wheat
33.29,15.49,43.3,15.95,46.26,8.23,347.18,181.58,348.27,fig
31.43,52.67,57.16,15.93,61.04,7.24,379.47,145.88,692.09,lentil
30.47,3.26,81.33,25.13,51.21,7.55,397.73,205.05,678.73,fig
75.99,50.55,67.46,31.76,56.17,5.69,931.87,131.62,118.4,mango
55.65,31.51,94.68,17.24,58.22,6.5,699.69,157.95,360.3,grape
101.1,37.98,75.6,24.64,63.54,5.88,786.11,312.89,193.98,citrus
16.92,54.06,38.25,18.13,65.55,7.19,624.67,122.6,573.92,lentil
146.52,61.87,153.67,26.68,65.91,5.55,748.91,129.76,26.62,tomato
59.1,43.94,71.94,32.95,48.76,5.52,1148.73,116.82,221.31,mango
123.81,53.81,150.59,25.03,68.73,6.01,635.38,128.84,89.48,tomato
93.15,51.44,46.69,11.3,50.11,7.18,379.15,86.55,394.81,wheat
115.37,56.96,85.59,29.96,46.42,5.27,590.43,143.65,117.68,cotton
34.69,23.37,98.9,22.3,41.54,7.47,246.32,243.69,463.15,olive
24.2,17.52,34.81,17.39,54.44,7.88,246.34,213.47,612.33,almond
149.56,34.52,93.78,25.99,90.23,6.09,1401.8,346.9,135.87,sugarcane
138.41,54.0,97.29,23.81,61.04,6.35,848.59,188.92,0.0,cotton
65.11,31.05,112.5,30.57,62.88,5.99,806.54,162.54,180.13,mango
129.95,43.38,29.75,28.01,85.53,5.7,1450.96,165.03,30.56,rice
38.51,47.25,107.09,24.95,49.26,6.08,859.05,200.02,183.68,mango
60.91,31.2,104.27,15.16,80.35,7.18,990.06,326.88,271.63,citrus
93.16,51.83,140.27,21.3,75.46,5.27,667.05,119.36,0.0,tomato
99.32,60.26,22.4,29.17,81.72,5.36,1606.77,94.8,0.0,rice
36.09,0.45,52.97,23.82,33.05,6.88,101.39,184.86,338.15,fig
74.12,43.61,81.11,23.21,67.55,6.66,738.02,318.77,221.87,citrus
40.98,24.04,101.47,17.27,64.52,6.07,758.54,174.08,352.83,grape
135.32,57.75,78.3,23.6,89.9,5.67,1660.34,99.35,109.92,rice
113.38,44.17,85.68,21.27,64.42,6.33,1027.51,290.54,0.0,citrus
66.43,45.14,60.9,15.94,70.49,7.3,679.05,122.31,585.89,wheat
120.71,70.05,94.78,31.44,39.86,6.06,587.86,178.54,218.47,cotton
46.91,10.84,42.03,20.61,57.58,6.78,434.27,228.05,404.67,almond
29.53,11.41,0.0,18.67,39.85,7.37,377.84,210.34,354.54,fig
6.31,46.91,37.7,17.18,49.66,7.13,484.82,115.35,516.06,chickpea
17.8,25.96,69.44,15.98,41.59,6.65,399.97,279.02,535.35,almond
44.51,47.02,106.67,18.12,57.01,6.2,551.63,149.9,455.17,grape
123.03,89.43,186.5,20.41,89.74,5.93,1573.14,323.36,59.03,banana
140.31,65.07,23.11,25.71,92.09,5.22,1500.16,187.87,73.59,rice
52.43,11.33,91.14,14.94,44.21,7.21,397.2,208.06,299.07,fig
61.15,32.87,63.83,12.96,34.83,8.01,375.93,193.51,366.66,almond
73.6,35.18,89.71,21.48,71.1,5.93,736.26,299.74,227.79,citrus
96.22,44.96,60.24,28.01,97.3,5.57,1436.09,124.85,88.97,rice
100.06,51.23,70.42,24.78,50.6,6.97,821.13,340.94,170.59,citrus
74.81,34.73,68.87,23.29,85.87,6.14,1465.24,132.8,67.28,rice
54.76,39.84,77.3,31.5,47.96,6.32,646.41,154.39,187.91,mango
110.25,43.61,78.36,22.94,88.96,5.81,1695.52,117.52,0.0,rice
109.69,42.31,50.78,32.21,61.65,5.9,957.99,156.44,28.3,maize
80.09,43.63,48.85,25.83,80.05,5.42,1429.7,175.82,167.3,rice
124.79,46.62,154.99,24.75,71.1,6.4,737.65,151.44,4.21,tomato
123.34,75.89,151.74,23.23,64.99,5.62,717.45,112.78,151.53,tomato
150.84,44.7,114.35,30.11,72.15,6.18,1342.5,302.39,186.41,sugarcane
62.52,42.31,34.83,32.27,38.16,5.46,928.21,166.99,474.54,mango
131.84,43.88,115.61,31.35,64.65,6.51,1598.49,327.51,31.32,sugarcane
65.27,23.17,88.45,30.71,48.56,6.33,906.51,144.14,218.8,mango
93.09,84.22,210.35,24.92,81.55,6.7,1715.37,292.63,22.63,banana
42.38,44.46,58.15,20.23,39.34,8.19,384.21,285.47,523.28,almond
102.12,35.75,74.08,24.3,66.66,6.06,816.91,136.99,122.13,maize
109.0,61.45,167.09,27.99,77.61,6.51,1524.75,299.77,61.77,banana
117.91,49.34,86.08,20.33,68.9,6.83,714.76,129.99,252.0,maize
69.92,24.51,65.4,21.83,74.96,6.35,798.46,232.15,136.7,citrus
97.44,45.25,78.48,26.22,68.86,5.85,642.93,146.81,24.61,maize
74.06,72.84,189.84,29.16,81.52,5.44,1538.23,294.42,0.0,banana
42.34,20.68,92.38,22.36,54.38,6.71,455.01,124.66,261.83,grape
61.21,26.92,108.41,20.04,54.29,5.89,577.96,216.54,264.87,grape
137.26,65.18,99.03,32.19,95.0,6.95,1500.37,365.0,170.96,sugarcane
124.32,35.28,57.09,23.17,94.18,6.56,1281.05,164.23,142.53,rice
113.83,40.12,60.76,26.69,93.25,5.74,1325.56,194.32,0.0,rice
81.23,39.94,80.79,22.13,71.99,6.5,805.1,305.28,105.52,citrus
115.57,46.04,76.09,27.36,98.26,6.99,1410.4,129.26,101.11,rice
116.49,66.01,175.65,32.55,74.0,7.02,1610.91,287.08,154.45,banana
81.86,60.73,194.1,29.37,82.41,5.06,1463.09,250.57,125.63,banana
68.16,29.17,90.85,16.23,52.35,7.04,702.71,204.38,163.63,grape
34.52,59.88,67.44,14.57,42.18,7.58,517.67,86.73,504.63,lentil
41.95,2.04,45.98,23.97,46.84,7.47,575.52,200.88,587.67,fig
11.38,22.99,50.14,14.94,52.35,7.24,641.08,149.46,492.27,chickpea
87.1,72.61,232.76,26.88,79.51,4.94,1507.0,265.43,192.63,banana
45.42,38.86,108.71,15.2,59.0,5.69,296.8,261.43,295.08,grape
116.55,76.5,80.77,30.52,62.42,6.15,656.26,163.61,7.78,cotton
122.79,47.66,111.85,19.42,57.7,5.56,656.62,160.54,0.0,tomato
26.59,40.99,67.98,19.92,58.55,7.83,408.0,121.52,615.87,chickpea
28.7,17.01,75.93,22.55,59.39,7.68,459.26,235.73,431.64,olive
83.39,52.05,118.92,29.82,39.48,5.01,1073.5,108.65,255.96,mango
73.27,30.24,62.82,15.91,52.92,7.35,471.11,137.8,527.21,wheat
125.87,93.42,211.81,28.75,86.04,5.81,1365.14,334.0,18.6,banana
36.98,21.57,81.5,17.31,52.68,5.25,802.66,163.62,322.56,grape
52.92,37.65,97.99,11.22,58.52,6.26,571.01,215.33,214.43,grape
52.41,23.95,37.38,20.73,47.34,7.26,545.42,235.72,539.75,fig
25.31,56.43,81.05,20.23,50.01,6.6,93.36,108.27,561.2,lentil
144.18,43.9,85.47,29.98,71.92,6.79,1466.74,349.95,20.61,sugarcane
78.1,67.33,178.91,30.13,79.36,5.89,1413.4,300.77,132.07,banana
119.75,58.8,146.78,26.97,62.21,5.56,698.85,109.92,154.34,tomato
124.27,52.72,55.02,19.19,61.49,6.98,703.4,183.38,200.99,maize
128.18,64.06,166.44,26.62,43.78,5.77,931.61,121.1,143.85,tomato
53.91,47.16,81.08,33.01,49.27,5.4,872.91,164.11,170.24,mango
41.98,19.86,71.0,13.33,51.84,7.02,344.92,229.41,522.64,almond
61.21,41.18,102.89,28.12,55.21,5.42,770.2,136.19,160.96,mango
85.83,97.33,211.61,26.01,73.33,5.23,1583.94,236.75,0.0,banana
97.53,32.91,35.49,29.57,67.21,5.89,689.37,123.97,115.89,maize
107.52,32.58,139.59,22.38,58.66,5.09,574.63,142.56,0.0,tomato
17.12,58.55,36.89,12.71,35.09,7.42,427.0,73.4,536.48,chickpea
21.53,28.29,94.7,13.88,29.06,7.41,323.93,243.75,573.29,almond
96.92,55.04,69.2,27.18,87.48,6.04,1372.27,170.65,198.03,rice
32.92,61.76,49.76,20.15,25.13,7.26,597.53,104.1,651.68,chickpea
40.22,7.24,76.6,16.61,37.42,7.08,510.72,218.82,199.07,almond
108.27,35.01,68.42,24.85,45.21,5.32,807.22,167.62,88.99,maize
116.91,59.39,152.84,29.48,85.42,7.23,1513.22,338.57,0.0,sugarcane
57.48,38.44,55.47,14.78,37.31,7.0,830.98,96.62,411.91,wheat
79.76,36.18,105.93,18.88,67.1,7.05,1029.69,300.73,105.0,citrus
19.35,56.62,53.37,16.15,45.19,6.82,239.18,38.58,476.7,lentil
125.2,48.3,71.29,29.61,59.9,6.66,754.84,115.76,422.7,maize
43.65,16.79,49.92,21.93,48.31,7.51,604.46,162.63,395.25,olive
128.42,52.01,164.43,18.91,59.6,5.38,794.99,141.45,206.98,tomato
6.08,38.34,4.54,13.83,58.69,6.94,310.96,57.11,353.57,lentil
145.32,42.46,140.89,33.42,70.36,6.6,1545.16,365.0,15.72,sugarcane
60.52,23.81,107.67,23.09,32.52,7.3,487.59,197.97,555.27,almond
27.25,37.45,52.81,14.25,53.56,6.62,329.77,69.11,624.22,lentil
123.81,42.61,98.2,26.67,63.37,6.64,740.04,163.71,107.91,maize
145.15,59.15,128.32,26.6,82.61,6.31,1810.58,340.1,137.26,sugarcane
22.72,55.3,83.1,13.2,52.08,7.34,376.26,81.26,537.17,lentil
26.54,19.7,40.47,24.39,49.46,7.99,474.59,266.32,362.87,olive
84.92,52.37,75.8,20.17,60.14,6.04,384.61,145.19,436.1,wheat
108.07,63.86,213.82,28.49,89.68,5.34,1601.46,281.82,26.38,banana
18.37,22.79,51.71,16.27,54.92,7.91,705.65,168.06,268.91,fig
29.09,47.39,40.67,11.47,52.41,7.31,231.92,105.62,429.49,lentil
18.78,20.13,54.31,19.02,50.8,7.46,455.98,232.22,264.14,olive
112.49,45.75,58.99,27.28,49.27,6.15,480.62,145.18,220.45,cotton
81.44,53.49,129.78,25.53,52.61,6.55,1084.49,133.25,61.36,mango
118.94,62.83,73.71,26.27,46.36,6.36,643.83,145.31,110.37,cotton
29.56,0.0,30.68,24.92,64.56,7.04,300.47,193.11,423.14,fig
41.67,5.11,103.71,19.73,41.2,6.97,521.98,204.35,389.07,fig
96.07,49.41,147.22,22.84,68.64,5.13,668.44,192.43,137.01,tomato
42.3,0.0,71.37,18.89,51.52,7.18,377.8,174.73,311.55,fig
152.86,54.66,104.61,25.94,77.04,5.99,1560.27,344.35,0.0,sugarcane
115.9,55.06,64.38,26.06,66.06,6.16,757.25,134.73,0.0,maize
94.37,82.42,206.76,28.34,86.85,5.71,1675.08,325.22,27.41,banana
125.89,32.68,85.15,26.33,46.06,6.3,792.21,213.15,138.85,cotton
54.68,58.03,41.42,21.42,42.84,8.43,379.95,127.22,231.62,chickpea
29.16,40.86,30.07,14.5,48.78,6.81,498.5,136.87,282.77,wheat
31.32,23.95,49.85,18.71,59.89,7.22,460.57,262.56,304.68,olive
140.65,27.77,88.13,25.42,62.79,7.03,631.06,178.39,214.7,maize
35.89,8.16,78.55,16.7,47.36,7.63,193.38,197.73,320.93,fig
116.46,79.38,210.34,27.8,69.59,6.41,1527.3,275.84,0.0,banana
94.21,61.71,63.31,27.38,68.63,6.23,648.23,112.97,123.39,maize
51.76,28.42,57.62,16.48,41.58,6.98,627.74,195.16,685.61,almond
57.54,16.33,59.96,25.82,47.58,7.94,496.22,216.47,351.18,olive
84.26,30.31,114.04,26.84,75.63,6.22,908.52,256.69,126.65,citrus
79.41,38.88,45.51,23.09,54.97,7.11,665.61,263.71,0.0,citrus
109.61,60.1,76.64,28.83,53.12,7.53,657.81,172.04,179.91,cotton
20.7,51.79,47.73,12.67,48.61,6.83,550.72,132.97,429.16,lentil
140.52,53.41,123.96,15.97,71.39,5.78,832.91,149.53,31.17,tomato
123.83,40.12,84.16,21.13,82.31,6.46,876.5,327.3,10.39,citrus
45.01,39.91,44.39,14.71,69.22,8.1,428.32,155.75,581.04,lentil
66.43,44.0,143.3,33.14,50.53,5.62,1113.03,130.34,222.65,mango
99.31,43.73,72.4,20.62,70.47,6.29,1002.32,313.64,125.17,citrus
55.97,40.28,9.34,14.63,60.34,5.57,504.32,112.25,388.03,wheat
18.57,50.41,71.63,15.57,52.13,7.63,710.28,115.71,491.24,chickpea
109.59,56.13,186.68,29.17,83.59,5.37,1824.25,229.36,25.16,banana
12.15,8.81,60.55,17.99,47.99,7.17,321.41,248.02,444.29,olive
106.5,49.1,95.07,25.7,77.33,5.05,680.0,148.14,317.89,maize
70.94,81.81,191.27,26.37,81.88,5.23,1446.86,291.46,0.0,banana
97.02,34.12,93.98,17.87,53.87,6.17,811.92,263.31,185.0,citrus
117.98,63.95,181.46,21.66,53.36,5.42,725.18,111.34,81.86,tomato
145.17,48.55,33.62,21.69,51.68,6.67,672.61,201.73,244.45,maize
36.72,13.93,38.05,27.05,54.55,7.53,389.24,233.55,396.4,fig
24.97,4.04,50.01,19.02,65.34,6.83,393.01,195.59,367.22,fig
134.08,56.35,118.31,26.1,69.62,6.95,1750.48,283.84,0.0,sugarcane
52.02,53.81,63.41,17.72,29.09,6.81,316.38,147.91,554.03,lentil
82.32,59.62,79.74,18.04,66.49,5.62,861.94,283.66,106.88,citrus
117.38,68.46,46.42,25.97,56.46,6.46,568.49,133.28,76.42,cotton
14.47,28.61,66.79,22.64,46.56,6.86,577.38,234.72,468.02,fig
42.79,25.97,88.38,22.72,56.38,6.69,974.59,169.45,203.66,mango
116.74,36.57,80.64,29.26,46.36,6.51,691.07,216.28,58.3,cotton
117.79,36.16,22.26,27.67,83.19,6.19,1420.8,99.69,63.82,rice
49.79,60.51,72.44,20.56,41.71,6.86,297.33,98.8,500.76,chickpea
144.1,52.79,128.42,30.5,77.18,5.74,1822.58,350.04,0.0,sugarcane
124.87,54.85,64.61,29.86,82.72,6.5,1500.1,132.14,33.3,rice
46.04,15.65,80.75,16.01,38.76,7.44,414.26,240.31,438.89,almond
11.05,56.65,7.64,13.94,53.25,6.63,264.21,53.96,541.09,lentil
97.22,42.82,1.12,27.53,72.52,5.93,1562.19,114.74,242.18,rice
40.19,27.41,52.6,13.75,43.9,7.34,302.4,188.87,517.68,almond
114.85,65.6,185.71,25.46,88.36,5.7,1577.07,271.99,111.4,banana
77.86,48.71,57.05,30.09,59.81,5.94,833.96,159.17,77.75,mango
117.21,60.25,167.11,21.79,75.68,6.08,1828.98,272.73,156.08,banana
30.96,50.25,79.21,14.93,59.53,7.37,324.1,137.06,495.77,lentil
24.38,52.58,66.1,12.64,50.97,7.7,341.01,127.7,495.77,lentil
53.02,36.51,96.48,14.89,60.59,5.95,715.22,169.0,101.03,grape
124.76,35.9,36.26,31.22,70.86,6.32,660.87,105.32,231.2,maize
27.04,6.04,70.03,17.64,52.86,7.44,543.68,217.36,259.11,olive
77.62,22.49,20.5,15.59,45.01,7.29,567.42,107.09,305.16,wheat
87.91,44.08,68.24,25.11,61.87,5.79,835.7,286.59,48.53,citrus
131.27,54.17,161.38,23.8,70.37,6.08,699.56,80.31,180.82,tomato
92.36,38.34,64.04,18.32,74.61,5.79,856.05,261.24,100.54,citrus
67.67,39.68,64.47,23.61,69.36,5.59,653.82,285.94,203.47,citrus
16.63,52.85,81.04,11.45,61.33,7.87,342.32,63.31,434.7,lentil
78.14,27.49,112.07,17.6,60.99,6.76,767.52,341.29,306.25,citrus
108.51,57.33,52.43,25.56,85.63,5.93,1407.6,69.21,0.0,rice
123.62,45.68,80.45,28.26,76.02,6.12,1205.0,76.39,0.0,rice
70.58,55.21,72.35,12.51,58.32,6.51,572.36,147.96,228.6,wheat
58.11,35.11,139.56,15.41,62.05,6.04,528.47,226.93,451.46,grape
33.09,62.06,69.39,21.18,39.39,6.81,336.92,118.46,766.87,chickpea
66.27,62.59,108.97,30.71,54.94,6.11,1085.93,154.34,135.83,mango
81.7,10.02,103.64,25.43,68.72,6.19,956.34,321.54,99.3,citrus
115.07,50.8,29.7,28.04,65.18,5.92,1494.54,173.79,0.0,rice
23.36,63.77,38.67,25.22,43.21,7.38,280.1,145.03,731.16,chickpea
36.49,7.76,49.94,22.84,54.79,6.98,155.6,158.63,316.57,olive
34.17,25.35,19.66,19.88,56.0,7.57,543.34,248.93,431.06,olive
56.05,36.09,61.95,20.09,37.4,7.85,412.84,185.1,559.28,almond
126.01,59.77,146.93,30.11,60.82,7.01,815.31,147.31,26.36,tomato
130.87,73.84,158.49,21.26,49.93,5.28,712.23,100.36,0.0,tomato
70.86,23.05,126.94,18.54,60.91,6.99,787.51,197.7,276.13,grape
81.53,27.62,103.44,26.98,58.87,4.82,1092.65,144.36,252.27,mango
106.83,69.76,80.1,22.56,80.55,5.15,816.25,143.81,267.95,maize
66.2,34.51,114.99,30.09,43.16,5.08,932.94,146.41,101.44,mango
144.76,57.63,113.22,31.51,73.28,6.21,1438.66,340.57,205.55,sugarcane
114.24,55.51,90.66,26.31,61.35,6.77,736.05,215.94,330.06,cotton
40.86,32.5,34.41,16.62,43.41,7.02,527.76,204.74,348.97,almond
40.64,19.2,82.26,20.35,49.92,7.38,299.22,196.18,385.99,olive
104.24,75.91,183.97,27.73,56.68,6.41,626.21,184.54,20.75,tomato
108.22,67.71,46.85,27.44,96.41,6.29,1523.71,112.38,204.87,rice
35.43,29.73,42.46,24.01,43.78,7.52,530.69,241.66,282.34,olive
40.22,41.2,72.38,19.61,46.76,7.26,510.15,167.68,521.95,chickpea
12.3,57.47,99.43,14.29,51.86,6.84,490.93,80.37,427.44,lentil
61.25,23.98,79.51,21.68,71.2,6.19,790.23,285.62,0.0,citrus
59.28,18.3,69.31,17.51,35.79,7.25,258.0,186.83,489.88,almond
132.26,57.08,123.8,26.04,63.1,5.92,598.1,125.58,46.97,tomato
115.35,52.68,126.53,28.73,54.3,5.81,773.82,193.61,85.9,maize
46.55,0.76,105.19,16.45,51.3,5.31,534.32,230.63,234.77,grape
36.93,5.37,51.49,15.35,52.98,7.09,476.68,253.1,451.84,almond
57.84,44.72,46.6,19.73,53.12,6.92,303.99,126.75,491.07,wheat
51.6,48.65,137.68,13.68,65.9,6.5,719.4,191.91,252.39,grape
23.67,9.56,49.96,18.56,51.74,7.95,514.0,237.95,623.97,almond
122.33,68.72,177.62,27.34,59.11,6.86,706.48,129.16,89.79,tomato
123.07,42.42,53.49,23.94,94.33,6.42,1473.15,137.88,0.0,rice
13.34,32.03,75.98,15.38,32.45,7.11,352.12,275.89,515.17,almond
72.29,42.95,134.15,33.14,60.44,5.28,959.52,206.29,286.69,mango
109.5,76.34,188.02,25.42,72.3,6.03,1373.49,322.63,218.04,banana
118.07,47.37,136.54,20.81,68.79,6.9,646.92,139.62,0.0,tomato
128.14,66.69,136.47,31.09,80.28,6.08,1401.34,343.84,59.38,sugarcane
56.49,16.57,34.92,21.9,41.24,6.97,289.34,188.77,518.71,almond
44.14,41.29,104.61,18.92,61.33,7.02,851.1,201.11,222.75,grape
30.56,17.38,36.3,17.02,65.36,6.94,424.57,252.45,476.63,fig
86.13,43.26,59.63,31.18,100.0,6.08,1259.8,161.76,0.0,rice
21.75,20.85,74.06,17.08,48.54,7.47,168.1,176.58,674.8,almond
93.77,44.26,94.39,29.15,47.35,6.1,943.55,173.32,251.2,mango
110.37,71.47,221.62,28.61,87.58,5.34,1527.83,267.86,130.35,banana
26.47,38.34,46.33,23.04,37.96,7.26,362.03,135.29,588.01,chickpea
54.22,16.64,96.08,22.78,59.9,6.41,681.23,175.22,364.08,grape
47.69,56.99,63.32,19.84,46.55,6.37,769.39,138.76,328.72,wheat
136.1,46.5,152.64,26.88,59.05,6.54,704.74,136.15,0.0,tomato
3.3,50.83,40.58,12.53,52.0,7.44,390.01,161.77,378.66,chickpea
96.25,49.9,43.12,26.51,45.61,6.43,544.47,105.99,263.89,maize
36.57,77.78,30.04,19.74,41.02,6.95,343.71,139.67,763.87,chickpea
105.06,51.7,196.83,26.97,96.87,5.82,1545.2,330.57,0.0,banana
106.49,52.09,58.45,26.63,96.64,5.51,1560.0,119.99,121.37,rice
96.68,42.03,29.27,11.6,51.65,6.76,431.95,156.71,313.78,wheat
74.37,39.22,108.01,28.67,39.56,5.87,1008.01,199.84,351.2,mango
17.66,49.15,68.3,17.45,29.02,7.14,323.74,142.98,599.32,chickpea
58.15,46.28,99.11,14.81,56.8,7.31,555.82,131.02,538.19,wheat
36.16,48.52,80.67,21.58,56.98,7.3,682.57,125.88,662.63,chickpea
167.96,57.03,115.18,35.78,67.99,7.02,1543.06,348.67,25.94,sugarcane
46.47,47.8,78.95,31.78,61.46,5.95,914.34,167.82,44.71,mango
64.8,18.65,47.1,14.18,34.6,7.77,410.26,241.78,628.63,almond
56.94,62.96,40.18,21.3,46.39,6.88,427.75,119.24,602.09,chickpea
103.47,34.8,35.75,25.29,85.61,6.0,1465.5,148.41,115.94,rice
13.97,6.57,49.22,17.93,53.66,7.57,505.24,228.66,378.6,olive
128.44,64.75,165.13,22.31,59.77,6.53,800.38,120.11,0.0,tomato
120.87,62.72,114.58,24.19,57.12,6.42,598.39,186.65,278.22,cotton
29.2,16.75,0.0,20.32,49.8,7.62,547.22,259.64,456.29,almond
57.4,51.17,124.79,15.94,55.3,6.58,548.13,211.05,120.06,grape
116.84,56.34,160.76,22.32,69.09,5.77,815.73,115.21,106.5,tomato
142.08,74.96,128.34,26.84,100.0,6.21,1435.3,303.53,55.34,sugarcane
35.15,14.84,55.75,21.16,43.36,7.95,350.17,223.23,341.14,olive
70.99,16.96,39.29,15.2,55.38,7.11,393.39,91.23,365.07,wheat
71.42,41.7,23.74,14.79,54.81,7.9,320.94,169.72,350.89,wheat
63.5,26.5,27.91,16.73,55.4,6.52,575.07,220.83,526.15,wheat
26.39,24.81,39.14,18.62,42.6,7.67,333.74,191.8,490.71,almond
115.81,72.44,79.71,22.2,64.31,6.14,833.66,153.05,169.67,maize
36.09,68.69,50.94,21.96,40.33,6.8,117.52,85.89,509.42,chickpea
24.96,57.33,52.56,13.92,49.32,7.79,239.37,136.4,658.97,lentil
40.82,13.58,16.71,22.56,50.28,8.01,557.02,232.26,486.78,almond
129.55,54.59,158.37,17.68,60.38,5.81,715.92,128.01,74.29,tomato
31.61,53.78,71.64,18.55,53.09,7.81,413.35,116.61,446.55,lentil
51.26,45.3,35.82,21.66,53.96,6.78,801.03,112.54,363.01,wheat
78.2,29.44,90.79,29.61,47.14,5.08,1118.3,128.66,201.43,mango
26.51,33.45,45.11,15.2,62.77,7.71,354.26,115.11,318.99,lentil
158.78,46.61,131.12,29.51,69.67,5.92,1698.6,325.88,167.02,sugarcane
45.26,50.4,127.49,25.31,51.9,5.8,1023.38,141.15,81.75,mango
119.03,61.64,42.13,26.73,54.68,6.51,716.23,144.99,14.89,cotton
113.47,64.97,110.81,25.73,58.01,6.89,636.78,177.86,289.22,cotton
107.42,51.13,103.87,25.49,49.34,6.73,587.69,207.31,248.32,cotton
51.33,22.12,73.92,20.35,31.04,7.64,284.73,97.54,683.04,chickpea
104.1,67.29,126.96,25.66,69.16,5.96,737.55,133.2,196.98,tomato
115.8,30.63,33.03,30.57,74.64,5.72,1342.53,84.17,30.75,rice
39.21,33.63,44.16,19.09,48.04,7.82,386.52,235.09,390.81,almond
13.82,22.24,27.74,20.66,51.3,7.8,595.67,231.66,477.78,olive
133.16,54.72,66.58,21.72,56.37,5.24,769.31,122.55,210.81,maize
104.52,35.57,71.46,25.26,70.73,6.16,891.88,281.17,58.15,citrus
196.4,67.09,114.98,32.25,81.56,6.88,1548.52,310.91,97.96,sugarcane
84.21,14.52,82.81,22.73,56.4,6.84,798.87,308.43,161.62,citrus
58.49,30.54,36.2,11.45,41.41,7.58,275.91,253.87,466.49,almond
75.83,32.64,53.35,26.75,75.59,5.23,1675.05,150.21,1.97,rice
107.65,69.21,197.45,27.23,95.32,5.64,1618.92,257.5,23.86,banana
140.47,56.61,153.23,21.32,73.3,6.24,419.87,106.99,267.67,tomato
114.87,46.53,96.27,29.0,47.04,5.89,997.16,171.59,394.93,mango
14.77,15.44,40.24,21.29,44.26,7.32,328.84,190.0,439.24,fig
139.39,68.76,146.24,33.9,85.96,6.03,1452.22,359.41,0.0,sugarcane
46.19,6.73,30.14,14.78,42.77,6.15,437.04,221.65,226.23,olive
111.03,44.61,95.84,23.76,66.78,6.91,619.47,104.57,87.35,maize
53.09,43.75,111.28,18.13,57.79,5.48,823.21,179.85,368.21,grape
111.57,57.39,61.98,29.51,50.82,6.35,734.07,129.08,0.0,cotton
137.01,43.71,161.76,26.89,70.14,6.68,666.51,154.52,29.43,tomato
36.94,33.04,46.53,16.9,24.26,7.17,387.56,231.37,557.61,almond
105.95,59.26,135.94,23.59,64.88,5.48,668.63,149.75,0.0,tomato
107.92,50.42,82.45,32.22,66.7,5.64,885.51,113.78,502.06,maize
59.26,18.02,41.9,19.74,52.55,7.11,341.18,240.62,692.73,almond
17.32,19.33,57.23,17.66,46.84,7.39,488.85,216.0,341.84,fig
108.29,52.23,70.85,21.85,53.76,6.26,588.88,88.98,77.65,maize
101.45,31.44,154.37,23.13,76.65,7.06,745.07,104.14,0.0,tomato
98.62,60.62,78.41,26.19,53.59,5.65,735.64,201.85,135.94,cotton
